id,rainfall
2190,0.5
2191,0.5
2192,0.5
2193,0.5
2194,0.5
2195,0.5
2196,0.5
2197,0.5
2198,0.5
2199,0.5
2200,0.5
2201,0.5
2202,0.5
2203,0.5
2204,0.5
2205,0.5
2206,0.5
2207,0.5
2208,0.5
2209,0.5
2210,0.5
2211,0.5
2212,0.5
2213,0.5
2214,0.5
2215,0.5
2216,0.5
2217,0.5
2218,0.5
2219,0.5
2220,0.5
2221,0.5
2222,0.5
2223,0.5
2224,0.5
2225,0.5
2226,0.5
2227,0.5
2228,0.5
2229,0.5
2230,0.5
2231,0.5
2232,0.5
2233,0.5
2234,0.5
2235,0.5
2236,0.5
2237,0.5
2238,0.5
2239,0.5
2240,0.5
2241,0.5
2242,0.5
2243,0.5
2244,0.5
2245,0.5
2246,0.5
2247,0.5
2248,0.5
2249,0.5
2250,0.5
2251,0.5
2252,0.5
2253,0.5
2254,0.5
2255,0.5
2256,0.5
2257,0.5
2258,0.5
2259,0.5
2260,0.5
2261,0.5
2262,0.5
2263,0.5
2264,0.5
2265,0.5
2266,0.5
2267,0.5
2268,0.5
2269,0.5
2270,0.5
2271,0.5
2272,0.5
2273,0.5
2274,0.5
2275,0.5
2276,0.5
2277,0.5
2278,0.5
2279,0.5
2280,0.5
2281,0.5
2282,0.5
2283,0.5
2284,0.5
2285,0.5
2286,0.5
2287,0.5
2288,0.5
2289,0.5
2290,0.5
2291,0.5
2292,0.5
2293,0.5
2294,0.5
2295,0.5
2296,0.5
2297,0.5
2298,0.5
2299,0.5
2300,0.5
2301,0.5
2302,0.5
2303,0.5
2304,0.5
2305,0.5
2306,0.5
2307,0.5
2308,0.5
2309,0.5
2310,0.5
2311,0.5
2312,0.5
2313,0.5
2314,0.5
2315,0.5
2316,0.5
2317,0.5
2318,0.5
2319,0.5
2320,0.5
2321,0.5
2322,0.5
2323,0.5
2324,0.5
2325,0.5
2326,0.5
2327,0.5
2328,0.5
2329,0.5
2330,0.5
2331,0.5
2332,0.5
2333,0.5
2334,0.5
2335,0.5
2336,0.5
2337,0.5
2338,0.5
2339,0.5
2340,0.5
2341,0.5
2342,0.5
2343,0.5
2344,0.5
2345,0.5
2346,0.5
2347,0.5
2348,0.5
2349,0.5
2350,0.5
2351,0.5
2352,0.5
2353,0.5
2354,0.5
2355,0.5
2356,0.5
2357,0.5
2358,0.5
2359,0.5
2360,0.5
2361,0.5
2362,0.5
2363,0.5
2364,0.5
2365,0.5
2366,0.5
2367,0.5
2368,0.5
2369,0.5
2370,0.5
2371,0.5
2372,0.5
2373,0.5
2374,0.5
2375,0.5
2376,0.5
2377,0.5
2378,0.5
2379,0.5
2380,0.5
2381,0.5
2382,0.5
2383,0.5
2384,0.5
2385,0.5
2386,0.5
2387,0.5
2388,0.5
2389,0.5
2390,0.5
2391,0.5
2392,0.5
2393,0.5
2394,0.5
2395,0.5
2396,0.5
2397,0.5
2398,0.5
2399,0.5
2400,0.5
2401,0.5
2402,0.5
2403,0.5
2404,0.5
2405,0.5
2406,0.5
2407,0.5
2408,0.5
2409,0.5
2410,0.5
2411,0.5
2412,0.5
2413,0.5
2414,0.5
2415,0.5
2416,0.5
2417,0.5
2418,0.5
2419,0.5
2420,0.5
2421,0.5
2422,0.5
2423,0.5
2424,0.5
2425,0.5
2426,0.5
2427,0.5
2428,0.5
2429,0.5
2430,0.5
2431,0.5
2432,0.5
2433,0.5
2434,0.5
2435,0.5
2436,0.5
2437,0.5
2438,0.5
2439,0.5
2440,0.5
2441,0.5
2442,0.5
2443,0.5
2444,0.5
2445,0.5
2446,0.5
2447,0.5
2448,0.5
2449,0.5
2450,0.5
2451,0.5
2452,0.5
2453,0.5
2454,0.5
2455,0.5
2456,0.5
2457,0.5
2458,0.5
2459,0.5
2460,0.5
2461,0.5
2462,0.5
2463,0.5
2464,0.5
2465,0.5
2466,0.5
2467,0.5
2468,0.5
2469,0.5
2470,0.5
2471,0.5
2472,0.5
2473,0.5
2474,0.5
2475,0.5
2476,0.5
2477,0.5
2478,0.5
2479,0.5
2480,0.5
2481,0.5
2482,0.5
2483,0.5
2484,0.5
2485,0.5
2486,0.5
2487,0.5
2488,0.5
2489,0.5
2490,0.5
2491,0.5
2492,0.5
2493,0.5
2494,0.5
2495,0.5
2496,0.5
2497,0.5
2498,0.5
2499,0.5
2500,0.5
2501,0.5
2502,0.5
2503,0.5
2504,0.5
2505,0.5
2506,0.5
2507,0.5
2508,0.5
2509,0.5
2510,0.5
2511,0.5
2512,0.5
2513,0.5
2514,0.5
2515,0.5
2516,0.5
2517,0.5
2518,0.5
2519,0.5
2520,0.5
2521,0.5
2522,0.5
2523,0.5
2524,0.5
2525,0.5
2526,0.5
2527,0.5
2528,0.5
2529,0.5
2530,0.5
2531,0.5
2532,0.5
2533,0.5
2534,0.5
2535,0.5
2536,0.5
2537,0.5
2538,0.5
2539,0.5
2540,0.5
2541,0.5
2542,0.5
2543,0.5
2544,0.5
2545,0.5
2546,0.5
2547,0.5
2548,0.5
2549,0.5
2550,0.5
2551,0.5
2552,0.5
2553,0.5
2554,0.5
2555,0.5
2556,0.5
2557,0.5
2558,0.5
2559,0.5
2560,0.5
2561,0.5
2562,0.5
2563,0.5
2564,0.5
2565,0.5
2566,0.5
2567,0.5
2568,0.5
2569,0.5
2570,0.5
2571,0.5
2572,0.5
2573,0.5
2574,0.5
2575,0.5
2576,0.5
2577,0.5
2578,0.5
2579,0.5
2580,0.5
2581,0.5
2582,0.5
2583,0.5
2584,0.5
2585,0.5
2586,0.5
2587,0.5
2588,0.5
2589,0.5
2590,0.5
2591,0.5
2592,0.5
2593,0.5
2594,0.5
2595,0.5
2596,0.5
2597,0.5
2598,0.5
2599,0.5
2600,0.5
2601,0.5
2602,0.5
2603,0.5
2604,0.5
2605,0.5
2606,0.5
2607,0.5
2608,0.5
2609,0.5
2610,0.5
2611,0.5
2612,0.5
2613,0.5
2614,0.5
2615,0.5
2616,0.5
2617,0.5
2618,0.5
2619,0.5
2620,0.5
2621,0.5
2622,0.5
2623,0.5
2624,0.5
2625,0.5
2626,0.5
2627,0.5
2628,0.5
2629,0.5
2630,0.5
2631,0.5
2632,0.5
2633,0.5
2634,0.5
2635,0.5
2636,0.5
2637,0.5
2638,0.5
2639,0.5
2640,0.5
2641,0.5
2642,0.5
2643,0.5
2644,0.5
2645,0.5
2646,0.5
2647,0.5
2648,0.5
2649,0.5
2650,0.5
2651,0.5
2652,0.5
2653,0.5
2654,0.5
2655,0.5
2656,0.5
2657,0.5
2658,0.5
2659,0.5
2660,0.5
2661,0.5
2662,0.5
2663,0.5
2664,0.5
2665,0.5
2666,0.5
2667,0.5
2668,0.5
2669,0.5
2670,0.5
2671,0.5
2672,0.5
2673,0.5
2674,0.5
2675,0.5
2676,0.5
2677,0.5
2678,0.5
2679,0.5
2680,0.5
2681,0.5
2682,0.5
2683,0.5
2684,0.5
2685,0.5
2686,0.5
2687,0.5
2688,0.5
2689,0.5
2690,0.5
2691,0.5
2692,0.5
2693,0.5
2694,0.5
2695,0.5
2696,0.5
2697,0.5
2698,0.5
2699,0.5
2700,0.5
2701,0.5
2702,0.5
2703,0.5
2704,0.5
2705,0.5
2706,0.5
2707,0.5
2708,0.5
2709,0.5
2710,0.5
2711,0.5
2712,0.5
2713,0.5
2714,0.5
2715,0.5
2716,0.5
2717,0.5
2718,0.5
2719,0.5
2720,0.5
2721,0.5
2722,0.5
2723,0.5
2724,0.5
2725,0.5
2726,0.5
2727,0.5
2728,0.5
2729,0.5
2730,0.5
2731,0.5
2732,0.5
2733,0.5
2734,0.5
2735,0.5
2736,0.5
2737,0.5
2738,0.5
2739,0.5
2740,0.5
2741,0.5
2742,0.5
2743,0.5
2744,0.5
2745,0.5
2746,0.5
2747,0.5
2748,0.5
2749,0.5
2750,0.5
2751,0.5
2752,0.5
2753,0.5
2754,0.5
2755,0.5
2756,0.5
2757,0.5
2758,0.5
2759,0.5
2760,0.5
2761,0.5
2762,0.5
2763,0.5
2764,0.5
2765,0.5
2766,0.5
2767,0.5
2768,0.5
2769,0.5
2770,0.5
2771,0.5
2772,0.5
2773,0.5
2774,0.5
2775,0.5
2776,0.5
2777,0.5
2778,0.5
2779,0.5
2780,0.5
2781,0.5
2782,0.5
2783,0.5
2784,0.5
2785,0.5
2786,0.5
2787,0.5
2788,0.5
2789,0.5
2790,0.5
2791,0.5
2792,0.5
2793,0.5
2794,0.5
2795,0.5
2796,0.5
2797,0.5
2798,0.5
2799,0.5
2800,0.5
2801,0.5
2802,0.5
2803,0.5
2804,0.5
2805,0.5
2806,0.5
2807,0.5
2808,0.5
2809,0.5
2810,0.5
2811,0.5
2812,0.5
2813,0.5
2814,0.5
2815,0.5
2816,0.5
2817,0.5
2818,0.5
2819,0.5
2820,0.5
2821,0.5
2822,0.5
2823,0.5
2824,0.5
2825,0.5
2826,0.5
2827,0.5
2828,0.5
2829,0.5
2830,0.5
2831,0.5
2832,0.5
2833,0.5
2834,0.5
2835,0.5
2836,0.5
2837,0.5
2838,0.5
2839,0.5
2840,0.5
2841,0.5
2842,0.5
2843,0.5
2844,0.5
2845,0.5
2846,0.5
2847,0.5
2848,0.5
2849,0.5
2850,0.5
2851,0.5
2852,0.5
2853,0.5
2854,0.5
2855,0.5
2856,0.5
2857,0.5
2858,0.5
2859,0.5
2860,0.5
2861,0.5
2862,0.5
2863,0.5
2864,0.5
2865,0.5
2866,0.5
2867,0.5
2868,0.5
2869,0.5
2870,0.5
2871,0.5
2872,0.5
2873,0.5
